490977	Europe/Kiev
490978	Europe/Warsaw
490979	Atlantic/Faeroe
490980	Atlantic/Cape_Verde
490981	America/Godthab
490982	America/Rosario
490983	America/Halifax
490984	America/Bogota
490985	America/Tegucigalpa
490986	US/Mountain
490987	US/Pacific
490988	America/Metlakatla
490989	America/Adak
490990	US/Samoa
490991	Etc/GMT+12
490992	Asia/Srednekolymsk
490993	Pacific/Guam
490994	Asia/Dili
490995	Asia/Macau
490996	Asia/Novokuznetsk
490997	Asia/Dhaka
490998	Asia/Almaty
490999	Asia/Baku
491000	Africa/Nairobi
491001	Africa/Juba
491002	Europe/Warsaw
491003	Africa/Freetown
491004	Atlantic/Cape_Verde
491005	America/Nuuk
491006	America/Buenos_Aires
491007	America/St_Lucia
491008	America/Guayaquil
491009	America/Matamoros
491010	US/Arizona
491011	America/Vancouver
491012	America/Juneau
491013	Pacific/Rarotonga
491014	Pacific/Niue
491015	Etc/GMT+12
491016	Pacific/Bougainville
491017	Pacific/Saipan
491018	Asia/Jayapura
491019	Asia/Macao
491020	Asia/Novokuznetsk
491021	Asia/Thimbu
491022	Asia/Atyrau
491023	Asia/Tbilisi
491024	Asia/Riyadh
491025	Europe/Helsinki
491026	Europe/Brussels
491027	Antarctica/Troll
491028	Atlantic/Azores
491029	Brazil/DeNoronha
491030	America/Jujuy
491031	America/Montserrat
491032	America/Nassau
491033	US/Central
491034	America/Yellowknife
491035	Mexico/BajaNorte
491036	America/Juneau
491037	US/Hawaii
491038	Pacific/Niue
491039	Etc/GMT+12
491040	Australia/Currie
491041	Pacific/Truk
491042	Asia/Dili
491043	Asia/Ulan_Bator
491044	Asia/Jakarta
491045	Asia/Dhaka
491046	Asia/Ashkhabad
491047	Europe/Saratov
491048	Africa/Mogadishu
491049	Asia/Beirut
491050	Africa/El_Aaiun
491051	America/Danmarkshavn
491052	Atlantic/Azores
491053	Atlantic/South_Georgia
491054	America/Argentina/San_Juan
491055	America/Marigot
491056	America/Montreal
491057	America/Bahia_Banderas
491058	Mexico/BajaSur
491059	America/Ensenada
491060	America/Nome
491061	America/Adak
491062	US/Samoa
491063	Etc/GMT+12
491064	Australia/Currie
491065	Pacific/Yap
491066	Pacific/Palau
491067	Antarctica/Casey
491068	Asia/Krasnoyarsk
491069	Asia/Dhaka
491070	Antarctica/Vostok
491071	Europe/Samara
491072	Africa/Nairobi
491073	Europe/Tallinn
491074	Europe/Belgrade
491075	Africa/Lome
491076	Atlantic/Azores
491077	America/Nuuk
491078	America/Argentina/La_Rioja
491079	America/Santo_Domingo
491080	America/Rio_Branco
491081	America/Regina
491082	America/Denver
491083	Pacific/Pitcairn
491084	US/Alaska
491085	Pacific/Tahiti
491086	Pacific/Samoa
491087	Etc/GMT+12
491088	Pacific/Bougainville
491089	Australia/Brisbane
491090	Asia/Jayapura
491091	Asia/Choibalsan
491092	Asia/Barnaul
491093	Asia/Bishkek
491094	Asia/Qostanay
491095	Indian/Mahe
491096	Indian/Mayotte
491097	Africa/Bujumbura
491098	Europe/Belgrade
491099	Africa/Bamako
491100	Atlantic/Cape_Verde
491101	Brazil/DeNoronha
491102	America/Sao_Paulo
491103	America/Manaus
491104	America/Port-au-Prince
491105	America/North_Dakota/Center
491106	America/Dawson_Creek
491107	America/Vancouver
491108	America/Metlakatla
491109	US/Hawaii
491110	US/Samoa
491111	Etc/GMT+12
491112	Antarctica/Macquarie
491113	Antarctica/DumontDUrville
491114	Asia/Tokyo
491115	Asia/Chungking
491116	Asia/Krasnoyarsk
491117	Asia/Thimphu
491118	Indian/Maldives
491119	Indian/Mauritius
491120	Africa/Asmara
491121	Europe/Riga
491122	Europe/Paris
491123	Africa/Abidjan
491124	Atlantic/Azores
491125	America/Scoresbysund
491126	America/Jujuy
491127	America/St_Barthelemy
491128	America/Pangnirtung
491129	America/North_Dakota/Beulah
491130	US/Arizona
491131	America/Ensenada
491132	America/Yakutat
491133	Pacific/Tahiti
491134	Pacific/Niue
491135	Etc/GMT+12
491136	Australia/Melbourne
491137	Asia/Vladivostok
491138	Asia/Dili
491139	Asia/Chongqing
491140	Asia/Phnom_Penh
491141	Asia/Thimbu
491142	Asia/Almaty
491143	Europe/Ulyanovsk
491144	Asia/Amman
491145	Africa/Juba
491146	Europe/Gibraltar
491147	Atlantic/Madeira
491148	Atlantic/Azores
491149	Brazil/DeNoronha
491150	America/Santarem
491151	America/Port_of_Spain
491152	America/Pangnirtung
491153	America/Guatemala
491154	America/Boise
491155	US/Pacific
491156	Pacific/Gambier
491157	US/Aleutian
491158	Pacific/Niue
491159	Etc/GMT+12
491160	Asia/Magadan
491161	Pacific/Truk
491162	Asia/Jayapura
491163	Asia/Brunei
491164	Asia/Novokuznetsk
491165	Indian/Chagos
491166	Asia/Oral
491167	Asia/Baku
491168	Africa/Nairobi
491169	Africa/Cairo
491170	Africa/Bangui
491171	Africa/Conakry
491172	Atlantic/Azores
491173	Brazil/DeNoronha
491174	America/Argentina/Buenos_Aires
491175	America/St_Barthelemy
491176	America/Havana
491177	America/Managua
491178	America/Yellowknife
491179	US/Pacific
491180	America/Nome
491181	Pacific/Honolulu
491182	Pacific/Pago_Pago
491183	Etc/GMT+12
491184	Australia/Lord_Howe
491185	Pacific/Yap
491186	Asia/Pyongyang
491187	Asia/Ulan_Bator
491188	Asia/Krasnoyarsk
491189	Asia/Urumqi
491190	Asia/Qostanay
491191	Asia/Muscat
491192	Indian/Mayotte
491193	Europe/Vilnius
491194	Africa/Ceuta
491195	Europe/Jersey
491196	Atlantic/Azores
491197	America/Noronha
491198	America/Argentina/Cordoba
491199	America/St_Lucia
491200	America/Jamaica
491201	America/Menominee
491202	America/Hermosillo
491203	Pacific/Pitcairn
491204	America/Sitka
491205	Pacific/Johnston
491206	Pacific/Midway
491207	Etc/GMT+12
491208	Australia/ACT
491209	Pacific/Saipan
491210	Asia/Jayapura
491211	Asia/Kuching
491212	Asia/Bangkok
491213	Asia/Dhaka
491214	Asia/Tashkent
491215	Europe/Astrakhan
491216	Asia/Riyadh
491217	Europe/Bucharest
491218	Europe/Oslo
491219	Atlantic/Reykjavik
491220	Atlantic/Azores
491221	America/Nuuk
491222	America/Catamarca
491223	America/Montserrat
491224	America/Lima
491225	America/Merida
491226	America/Dawson
491227	America/Los_Angeles
491228	Pacific/Gambier
491229	America/Atka
491230	US/Samoa
491231	Etc/GMT+12
491232	Pacific/Bougainville
491233	Australia/Queensland
491234	Asia/Pyongyang
491235	Asia/Makassar
491236	Asia/Ho_Chi_Minh
491237	Indian/Chagos
491238	Antarctica/Vostok
491239	Indian/Reunion
491240	Europe/Kirov
491241	Europe/Vilnius
491242	Europe/Zurich
491243	Atlantic/Faroe
491244	Atlantic/Cape_Verde
491245	America/Noronha
491246	America/Argentina/Cordoba
491247	America/Thule
491248	America/Indiana/Marengo
491249	America/Chihuahua
491250	America/Dawson
491251	Pacific/Pitcairn
491252	America/Metlakatla
491253	US/Aleutian
491254	Pacific/Niue
491255	Etc/GMT+12
491256	Australia/Tasmania
491257	Australia/Brisbane
491258	Pacific/Palau
491259	Asia/Choibalsan
491260	Asia/Tomsk
491261	Asia/Thimphu
491262	Asia/Tashkent
491263	Asia/Yerevan
491264	Africa/Mogadishu
491265	Africa/Kigali
491266	Africa/Luanda
491267	Europe/London
491268	Atlantic/Cape_Verde
491269	Atlantic/South_Georgia
491270	America/Argentina/ComodRivadavia
491271	America/Lower_Princes
491272	America/Porto_Acre
491273	America/El_Salvador
491274	America/Denver
491275	America/Vancouver
491276	America/Nome
491277	US/Aleutian
491278	Pacific/Niue
491279	Etc/GMT+12
491280	Australia/Lord_Howe
491281	Asia/Vladivostok
491282	Asia/Yakutsk
491283	Asia/Taipei
491284	Asia/Vientiane
491285	Asia/Thimphu
491286	Antarctica/Mawson
491287	Europe/Samara
491288	Africa/Asmara
491289	Europe/Chisinau
491290	Europe/Brussels
491291	Africa/Bissau
491292	Atlantic/Cape_Verde
491293	Atlantic/South_Georgia
491294	America/Belem
491295	America/Campo_Grande
491296	Chile/EasterIsland
491297	Canada/Saskatchewan
491298	America/Edmonton
491299	America/Santa_Isabel
491300	US/Alaska
491301	Pacific/Honolulu
491302	Pacific/Pago_Pago
491303	Etc/GMT+12
491304	Pacific/Kosrae
491305	Pacific/Guam
491306	Asia/Jayapura
491307	Asia/Ulaanbaatar
491308	Asia/Krasnoyarsk
491309	Asia/Dacca
491310	Asia/Karachi
491311	Indian/Mauritius
491312	Indian/Mayotte
491313	Africa/Blantyre
491314	Europe/Skopje
491315	Europe/London
491316	Atlantic/Cape_Verde
491317	Brazil/DeNoronha
491318	America/Coyhaique
491319	America/Marigot
491320	America/Toronto
491321	US/Central
491322	America/Denver
491323	America/Tijuana
491324	America/Anchorage
491325	Pacific/Rarotonga
491326	US/Samoa
491327	Etc/GMT+12
491328	Antarctica/Macquarie
491329	Antarctica/DumontDUrville
491330	Asia/Tokyo
491331	Asia/Macau
491332	Asia/Ho_Chi_Minh
491333	Asia/Urumqi
491334	Asia/Aqtobe
491335	Asia/Baku
491336	Asia/Damascus
491337	Europe/Nicosia
491338	Africa/Douala
491339	Atlantic/Madeira
491340	Atlantic/Azores
491341	America/Scoresbysund
491342	America/Recife
491343	America/Thule
491344	America/Coral_Harbour
491345	America/Rainy_River
491346	America/Fort_Nelson
491347	Mexico/BajaNorte
491348	America/Sitka
491349	America/Adak
491350	US/Samoa
491351	Etc/GMT+12
491352	Australia/Hobart
491353	Australia/Brisbane
491354	Pacific/Palau
491355	Asia/Macao
491356	Asia/Hovd
491357	Asia/Urumqi
491358	Asia/Aqtobe
491359	Europe/Saratov
491360	Asia/Bahrain
491361	Europe/Helsinki
491362	Europe/Madrid
491363	Africa/Bamako
491364	Atlantic/Cape_Verde
491365	America/Scoresbysund
491366	America/Araguaina
491367	America/Santo_Domingo
491368	America/Cayman
491369	America/Merida
491370	America/Cambridge_Bay
491371	America/Ensenada
491372	America/Sitka
491373	America/Adak
491374	US/Samoa
491375	Etc/GMT+12
491376	Australia/Melbourne
491377	Pacific/Guam
491378	Asia/Seoul
491379	Asia/Brunei
491380	Indian/Christmas
491381	Asia/Thimphu
491382	Indian/Kerguelen
491383	Asia/Baku
491384	Africa/Addis_Ababa
491385	Europe/Kaliningrad
491386	Europe/Copenhagen
491387	Africa/Accra
491388	Atlantic/Azores
491389	Brazil/DeNoronha
491390	America/Cordoba
491391	America/Caracas
491392	America/Havana
491393	America/Monterrey
491394	America/Mazatlan
491395	Canada/Pacific
491396	America/Juneau
491397	Pacific/Tahiti
491398	Pacific/Samoa
491399	Etc/GMT+12
491400	Antarctica/Macquarie
491401	Pacific/Port_Moresby
491402	Asia/Seoul
491403	Asia/Makassar
491404	Asia/Jakarta
491405	Asia/Dacca
491406	Asia/Samarkand
491407	Asia/Dubai
491408	Asia/Bahrain
491409	Europe/Uzhgorod
491410	Europe/Belgrade
491411	Africa/Abidjan
491412	Atlantic/Cape_Verde
491413	Brazil/DeNoronha
491414	America/Coyhaique
491415	America/Moncton
491416	America/Rio_Branco
491417	America/Resolute
491418	America/Whitehorse
491419	America/Santa_Isabel
491420	America/Metlakatla
491421	US/Aleutian
491422	Pacific/Midway
491423	Etc/GMT+12
491424	Australia/ACT
491425	Pacific/Yap
491426	Asia/Seoul
491427	Asia/Hong_Kong
491428	Asia/Novosibirsk
491429	Asia/Thimbu
491430	Asia/Aqtau
491431	Europe/Astrakhan
491432	Europe/Minsk
491433	Asia/Nicosia
491434	Europe/Sarajevo
491435	Atlantic/Reykjavik
491436	Atlantic/Azores
491437	Atlantic/South_Georgia
491438	America/Argentina/ComodRivadavia
491439	America/Porto_Velho
491440	America/Lima
491441	America/Rankin_Inlet
491442	America/Shiprock
491443	Mexico/BajaNorte
491444	Pacific/Gambier
491445	Pacific/Honolulu
491446	Pacific/Samoa
491447	Etc/GMT+12
491448	Australia/Victoria
491449	Australia/Lindeman
491450	Pacific/Palau
491451	Asia/Chungking
491452	Asia/Barnaul
491453	Asia/Thimphu
491454	Asia/Aqtau
491455	Europe/Astrakhan
491456	Africa/Kampala
491457	Africa/Bujumbura
491458	Europe/Amsterdam
491459	Africa/Conakry
491460	Atlantic/Cape_Verde
491461	Brazil/DeNoronha
491462	America/Rosario
491463	America/Guadeloupe
491464	US/Michigan
491465	America/Knox_IN
491466	America/Boise
491467	Pacific/Pitcairn
491468	America/Juneau
491469	Pacific/Honolulu
491470	Pacific/Samoa
491471	Etc/GMT+12
491472	Pacific/Noumea
491473	Antarctica/DumontDUrville
491474	Asia/Tokyo
491475	Asia/Hong_Kong
491476	Asia/Novosibirsk
491477	Asia/Dacca
491478	Asia/Almaty
491479	Asia/Muscat
491480	Europe/Istanbul
491481	Europe/Tiraspol
491482	Europe/Luxembourg
491483	Europe/Isle_of_Man
491484	Atlantic/Azores
491485	Atlantic/South_Georgia
491486	America/Recife
491487	America/St_Lucia
491488	America/Cancun
491489	America/El_Salvador
491490	America/Edmonton
491491	America/Santa_Isabel
491492	Pacific/Gambier
491493	America/Adak
491494	Pacific/Midway
491495	Etc/GMT+12
491496	Australia/Hobart
491497	Pacific/Port_Moresby
491498	Asia/Khandyga
491499	Asia/Taipei
491500	Asia/Tomsk
491501	Indian/Chagos
491502	Asia/Aqtau
491503	Asia/Tbilisi
491504	Europe/Istanbul
491505	Africa/Bujumbura
491506	Europe/Luxembourg
491507	Europe/London
491508	Atlantic/Azores
491509	Atlantic/South_Georgia
491510	America/Argentina/Salta
491511	America/Campo_Grande
491512	America/Atikokan
491513	America/North_Dakota/Beulah
491514	America/Hermosillo
491515	Pacific/Pitcairn
491516	America/Nome
491517	US/Hawaii
491518	Pacific/Midway
491519	Etc/GMT+12
491520	Australia/Lord_Howe
491521	Asia/Ust-Nera
491522	Asia/Chita
491523	Asia/Macao
491524	Asia/Tomsk
491525	Asia/Dacca
491526	Asia/Aqtobe
491527	Asia/Yerevan
491528	Africa/Mogadishu
491529	Europe/Sofia
491530	Africa/Casablanca
491531	Atlantic/Faeroe
491532	Atlantic/Cape_Verde
491533	America/Noronha
491534	America/Cordoba
491535	America/Marigot
491536	America/New_York
491537	America/Indiana/Tell_City
491538	Canada/Yukon
491539	America/Ensenada
491540	America/Anchorage
491541	America/Atka
491542	Pacific/Midway
491543	Etc/GMT+12
491544	Pacific/Bougainville
491545	Pacific/Truk
491546	Asia/Pyongyang
491547	Asia/Ujung_Pandang
491548	Asia/Saigon
491549	Asia/Kashgar
491550	Asia/Atyrau
491551	Indian/Reunion
491552	Africa/Kampala
491553	Europe/Kyiv
491554	Europe/Stockholm
491555	Africa/Conakry
491556	Atlantic/Cape_Verde
491557	Brazil/DeNoronha
491558	America/Cayenne
491559	America/Barbados
491560	Canada/Eastern
491561	America/North_Dakota/Beulah
491562	America/Yellowknife
491563	Mexico/BajaNorte
491564	America/Juneau
491565	America/Adak
491566	Pacific/Niue
491567	Etc/GMT+12
491568	Pacific/Kosrae
491569	Antarctica/DumontDUrville
491570	Asia/Chita
491571	Asia/Ulan_Bator
491572	Asia/Krasnoyarsk
491573	Indian/Chagos
491574	Asia/Dushanbe
491575	Asia/Yerevan
491576	Africa/Asmara
491577	Africa/Lusaka
491578	Africa/Lagos
491579	Europe/Lisbon
491580	Atlantic/Cape_Verde
491581	Brazil/DeNoronha
491582	America/Miquelon
491583	America/Antigua
491584	US/East-Indiana
491585	Canada/Saskatchewan
491586	America/Phoenix
491587	Mexico/BajaNorte
491588	America/Sitka
491589	US/Aleutian
491590	Pacific/Samoa
491591	Etc/GMT+12
491592	Pacific/Kosrae
491593	Pacific/Port_Moresby
491594	Asia/Yakutsk
491595	Asia/Shanghai
491596	Asia/Phnom_Penh
491597	Asia/Omsk
491598	Asia/Aqtau
491599	Indian/Mahe
491600	Asia/Amman
491601	Africa/Blantyre
491602	Europe/Prague
491603	Africa/Conakry
491604	Atlantic/Azores
491605	Atlantic/South_Georgia
491606	America/Cayenne
491607	America/Aruba
491608	America/Havana
491609	America/Chihuahua
491610	US/Mountain
491611	America/Tijuana
491612	America/Sitka
491613	Pacific/Rarotonga
491614	US/Samoa
491615	Etc/GMT+12
491616	Australia/Tasmania
491617	Australia/Brisbane
491618	Pacific/Palau
491619	Australia/Perth
491620	Asia/Pontianak
491621	Asia/Urumqi
491622	Antarctica/Vostok
491623	Asia/Yerevan
491624	Africa/Asmera
491625	Asia/Jerusalem
491626	Europe/Sarajevo
491627	Africa/Nouakchott
491628	Atlantic/Cape_Verde
491629	Brazil/DeNoronha
491630	America/Argentina/Salta
491631	America/Kralendijk
491632	America/Porto_Acre
491633	America/North_Dakota/New_Salem
491634	America/Boise
491635	Pacific/Pitcairn
491636	America/Sitka
491637	US/Hawaii
491638	Pacific/Midway
491639	Etc/GMT+12
491640	Australia/Canberra
491641	Australia/Queensland
491642	Asia/Seoul
491643	Asia/Kuala_Lumpur
491644	Asia/Hovd
491645	Indian/Chagos
491646	Asia/Almaty
491647	Europe/Samara
491648	Africa/Addis_Ababa
491649	Asia/Nicosia
491650	Africa/Ndjamena
491651	Atlantic/Faeroe
491652	Atlantic/Cape_Verde
491653	America/Noronha
491654	America/Sao_Paulo
491655	America/Grenada
491656	America/Grand_Turk
491657	America/Indiana/Knox
491658	America/Creston
491659	America/Los_Angeles
491660	America/Juneau
491661	America/Adak
491662	Pacific/Midway
491663	Etc/GMT+12
491664	Pacific/Ponape
491665	Asia/Vladivostok
491666	Pacific/Palau
491667	Asia/Kuala_Lumpur
491668	Asia/Ho_Chi_Minh
491669	Asia/Dacca
491670	Asia/Aqtobe
491671	Asia/Yerevan
491672	Europe/Moscow
491673	Europe/Sofia
491674	Europe/Budapest
491675	Africa/Banjul
491676	Atlantic/Cape_Verde
491677	Atlantic/South_Georgia
491678	America/Buenos_Aires
491679	America/Virgin
491680	America/Eirunepe
491681	America/Swift_Current
491682	America/Fort_Nelson
491683	America/Ensenada
491684	America/Juneau
491685	Pacific/Johnston
491686	US/Samoa
491687	Etc/GMT+12
491688	Antarctica/Macquarie
491689	Antarctica/DumontDUrville
491690	Asia/Chita
491691	Asia/Chongqing
491692	Asia/Hovd
491693	Asia/Dacca
491694	Asia/Samarkand
491695	Asia/Tbilisi
491696	Asia/Riyadh
491697	Africa/Mbabane
491698	Europe/Sarajevo
491699	Atlantic/Canary
491700	Atlantic/Azores
491701	America/Noronha
491702	America/Recife
491703	America/Anguilla
491704	America/Detroit
491705	America/Resolute
491706	America/Inuvik
491707	Mexico/BajaNorte
491708	America/Sitka
491709	US/Hawaii
491710	Pacific/Midway
491711	Etc/GMT+12
491712	Australia/Canberra
491713	Pacific/Truk
491714	Asia/Seoul
491715	Asia/Macau
491716	Asia/Saigon
491717	Asia/Kashgar
491718	Asia/Karachi
491719	Indian/Mahe
491720	Asia/Qatar
491721	Asia/Nicosia
491722	Europe/Berlin
491723	Europe/Isle_of_Man
491724	Atlantic/Azores
491725	America/Noronha
491726	America/Argentina/Ushuaia
491727	America/Cuiaba
491728	America/Toronto
491729	America/Mexico_City
491730	US/Mountain
491731	America/Vancouver
491732	Pacific/Gambier
491733	US/Aleutian
491734	Pacific/Niue
491735	Etc/GMT+12
491736	Asia/Sakhalin
491737	Pacific/Yap
491738	Asia/Seoul
491739	Asia/Macau
491740	Asia/Ho_Chi_Minh
491741	Asia/Urumqi
491742	Asia/Almaty
491743	Europe/Samara
491744	Africa/Asmara
491745	Africa/Maputo
491746	Africa/Brazzaville
491747	Europe/Lisbon
491748	Atlantic/Azores
491749	Atlantic/South_Georgia
491750	America/Araguaina
491751	Atlantic/Bermuda
491752	America/Coral_Harbour
491753	America/Ojinaga
491754	America/Yellowknife
491755	America/Tijuana
491756	America/Metlakatla
491757	US/Aleutian
491758	Pacific/Pago_Pago
491759	Etc/GMT+12
491760	Antarctica/Macquarie
491761	Australia/Brisbane
491762	Asia/Chita
491763	Asia/Hong_Kong
491764	Asia/Phnom_Penh
491765	Asia/Dhaka
491766	Asia/Tashkent
491767	Asia/Dubai
491768	Europe/Moscow
491769	Africa/Lusaka
491770	Africa/Lagos
491771	Atlantic/Faroe
491772	Atlantic/Cape_Verde
491773	America/Godthab
491774	America/Sao_Paulo
491775	America/St_Thomas
491776	America/Indiana/Vevay
491777	America/North_Dakota/Center
491778	America/Dawson_Creek
491779	America/Santa_Isabel
491780	America/Nome
491781	US/Hawaii
491782	Pacific/Niue
491783	Etc/GMT+12
491784	Pacific/Noumea
491785	Pacific/Truk
491786	Asia/Pyongyang
491787	Asia/Macao
491788	Asia/Novokuznetsk
491789	Asia/Kashgar
491790	Asia/Tashkent
491791	Asia/Muscat
491792	Europe/Istanbul
491793	Africa/Windhoek
491794	Europe/Brussels
491795	Europe/Belfast
491796	Atlantic/Azores
491797	Brazil/DeNoronha
491798	America/Belem
491799	America/St_Barthelemy
491800	America/Kentucky/Monticello
491801	America/North_Dakota/New_Salem
491802	Canada/Mountain
491803	Mexico/BajaNorte
491804	America/Yakutat
491805	US/Aleutian
491806	Pacific/Pago_Pago
491807	Etc/GMT+12
491808	Pacific/Noumea
491809	Pacific/Chuuk
491810	Pacific/Palau
491811	Asia/Harbin
491812	Asia/Krasnoyarsk
491813	Asia/Omsk
491814	Asia/Atyrau
491815	Asia/Tbilisi
491816	Africa/Djibouti
491817	Europe/Vilnius
491818	Africa/Brazzaville
491819	Atlantic/St_Helena
491820	Atlantic/Cape_Verde
491821	Brazil/DeNoronha
491822	America/Catamarca
491823	America/Lower_Princes
491824	America/Thunder_Bay
491825	America/North_Dakota/Center
491826	America/Dawson
491827	America/Tijuana
491828	America/Sitka
491829	Pacific/Rarotonga
491830	Pacific/Samoa
491831	Etc/GMT+12
491832	Pacific/Ponape
491833	Pacific/Yap
491834	Asia/Tokyo
491835	Asia/Ujung_Pandang
491836	Asia/Barnaul
491837	Asia/Thimphu
491838	Antarctica/Vostok
491839	Indian/Mauritius
491840	Antarctica/Syowa
491841	Europe/Athens
491842	Africa/Libreville
491843	Africa/Lome
491844	Atlantic/Cape_Verde
491845	America/Godthab
491846	America/Santarem
491847	America/Moncton
491848	America/Atikokan
491849	Canada/Central
491850	America/Inuvik
491851	America/Tijuana
491852	America/Sitka
491853	US/Hawaii
491854	Pacific/Samoa
491855	Etc/GMT+12
491856	Australia/Currie
491857	Pacific/Port_Moresby
491858	Asia/Khandyga
491859	Asia/Ujung_Pandang
491860	Asia/Krasnoyarsk
491861	Asia/Omsk
491862	Asia/Qyzylorda
491863	Europe/Samara
491864	Africa/Kampala
491865	Europe/Uzhgorod
491866	Europe/Belgrade
491867	Africa/Dakar
491868	Atlantic/Cape_Verde
491869	America/Nuuk
491870	America/Asuncion
491871	America/Virgin
491872	America/Pangnirtung
491873	US/Indiana-Starke
491874	America/Ciudad_Juarez
491875	Mexico/BajaNorte
491876	America/Yakutat
491877	US/Aleutian
491878	Pacific/Pago_Pago
491879	Etc/GMT+12
491880	Australia/Victoria
491881	Pacific/Truk
491882	Asia/Jayapura
491883	Australia/Perth
491884	Indian/Christmas
491885	Asia/Dhaka
491886	Asia/Karachi
491887	Asia/Muscat
491888	Europe/Moscow
491889	Europe/Kyiv
491890	Europe/Vienna
491891	Africa/Sao_Tome
491892	Atlantic/Cape_Verde
491893	America/Godthab
491894	America/Argentina/Cordoba
491895	America/Porto_Velho
491896	America/Pangnirtung
491897	America/North_Dakota/Beulah
491898	America/Hermosillo
491899	America/Los_Angeles
491900	Pacific/Gambier
491901	America/Adak
491902	US/Samoa
491903	Etc/GMT+12
491904	Australia/Melbourne
491905	Australia/Queensland
491906	Asia/Khandyga
491907	Antarctica/Casey
491908	Asia/Novokuznetsk
491909	Asia/Dacca
491910	Asia/Tashkent
491911	Indian/Reunion
491912	Asia/Bahrain
491913	Europe/Helsinki
491914	Europe/Oslo
491915	Africa/Monrovia
491916	Atlantic/Cape_Verde
491917	America/Godthab
491918	America/Coyhaique
491919	America/Cuiaba
491920	America/Rio_Branco
491921	America/Guatemala
491922	America/Inuvik
491923	America/Santa_Isabel
491924	America/Nome
491925	America/Atka
491926	Pacific/Niue
491927	Etc/GMT+12
491928	Pacific/Efate
491929	Australia/Brisbane
491930	Asia/Seoul
491931	Antarctica/Casey
491932	Asia/Phnom_Penh
491933	Asia/Thimphu
491934	Indian/Kerguelen
491935	Asia/Dubai
491936	Asia/Qatar
491937	Asia/Jerusalem
491938	Europe/Podgorica
491939	Europe/Isle_of_Man
491940	Atlantic/Azores
491941	Atlantic/South_Georgia
491942	America/Recife
491943	America/Grenada
491944	America/Guayaquil
491945	America/Resolute
491946	America/Phoenix
491947	Canada/Pacific
491948	America/Juneau
491949	US/Aleutian
491950	US/Samoa
491951	Etc/GMT+12
491952	Pacific/Pohnpei
491953	Pacific/Guam
491954	Pacific/Palau
491955	Australia/Perth
491956	Asia/Bangkok
491957	Indian/Chagos
491958	Asia/Yekaterinburg
491959	Indian/Reunion
491960	Europe/Kirov
491961	Africa/Blantyre
491962	Europe/Gibraltar
491963	Atlantic/St_Helena
491964	Atlantic/Cape_Verde
491965	America/Nuuk
491966	America/Argentina/Rio_Gallegos
491967	America/Marigot
491968	America/Montreal
491969	Canada/Saskatchewan
491970	America/Dawson
491971	US/Pacific
491972	America/Juneau
491973	Pacific/Honolulu
491974	Pacific/Samoa
491975	Etc/GMT+12
491976	Asia/Sakhalin
491977	Australia/Queensland
491978	Asia/Tokyo
491979	Asia/Kuching
491980	Asia/Hovd
491981	Asia/Thimphu
491982	Asia/Qyzylorda
